employee_id,age,revenu_mensuel,statut_marital,departement,poste,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,frequence_deplacement,annes_sous_responsable_actuel
1240,25,4950,Célibataire,Commercial,Cadre Commercial,5,4,3,3,3,4,2,3,3,Non,14.0,0,Occasionnel,1
1241,30,3579,Marié(e),Consulting,Assistant de Direction,12,11,9,4,3,2,1,3,4,Oui,21.0,1,Occasionnel,7
1242,42,13191,Marié(e),Consulting,Directeur Technique,20,1,0,1,3,1,3,3,3,Oui,17.0,0,Frequent,0
1243,35,10377,Marié(e),Commercial,Cadre Commercial,16,13,2,3,2,4,2,2,3,Oui,11.0,1,Aucun,12
1244,27,2235,Marié(e),Consulting,Assistant de Direction,9,9,7,1,3,1,4,2,3,Oui,14.0,2,Occasionnel,8
1245,54,10502,Divorcé(e),Consulting,Tech Lead,33,5,4,4,3,3,1,1,3,Non,17.0,1,Frequent,4
1246,44,2011,Marié(e),Consulting,Assistant de Direction,10,10,5,1,4,4,4,3,3,Non,13.0,1,Occasionnel,7
1248,19,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,1,2,2,2,4,4,Oui,25.0,0,Aucun,0
1249,29,3760,Divorcé(e),Consulting,Assistant de Direction,3,3,2,1,3,4,1,3,3,Non,15.0,3,Occasionnel,2
1250,54,17779,Marié(e),Consulting,Directeur Technique,36,10,9,4,3,4,1,3,3,Non,14.0,0,Occasionnel,9
1251,31,6833,Marié(e),Consulting,Manager,6,6,5,3,3,1,4,2,3,Oui,12.0,0,Occasionnel,1
1252,31,6812,Célibataire,Consulting,Manager,10,10,9,3,2,1,2,3,3,Non,19.0,0,Occasionnel,8
1254,59,5171,Célibataire,Commercial,Cadre Commercial,13,6,1,3,2,4,4,3,3,Non,17.0,0,Occasionnel,5
1255,43,19740,Marié(e),Consulting,Directeur Technique,25,8,7,3,1,4,2,3,3,Non,14.0,1,Occasionnel,7
1256,49,18711,Marié(e),Consulting,Senior Manager,23,1,0,1,2,3,3,4,3,Non,13.0,1,Occasionnel,0
1257,36,3692,Marié(e),Consulting,Assistant de Direction,12,11,10,3,3,2,3,2,3,Non,12.0,0,Frequent,7
1258,48,2559,Célibataire,Consulting,Consultant,7,1,0,4,4,2,3,2,3,Non,11.0,0,Occasionnel,0
1259,27,2517,Divorcé(e),Consulting,Assistant de Direction,5,5,3,1,3,3,2,3,3,Non,11.0,3,Occasionnel,3
1260,29,6623,Divorcé(e),Consulting,Manager,6,6,0,3,3,4,2,3,3,Oui,11.0,2,Occasionnel,0
1263,48,18265,Célibataire,Consulting,Directeur Technique,25,1,0,4,2,4,3,4,3,Non,12.0,0,Occasionnel,0
1264,29,16124,Divorcé(e),Consulting,Directeur Technique,9,7,7,4,2,4,2,2,3,Non,14.0,2,Occasionnel,7
1265,34,2585,Marié(e),Consulting,Assistant de Direction,2,1,0,3,4,3,4,2,3,Non,17.0,0,Occasionnel,0
1267,44,18213,Marié(e),Commercial,Senior Manager,26,22,9,2,3,2,3,3,3,Non,11.0,1,Occasionnel,10
1268,33,8380,Divorcé(e),Commercial,Cadre Commercial,10,9,8,4,4,3,4,3,3,Oui,14.0,2,Occasionnel,8
1269,19,2994,Célibataire,Consulting,Assistant de Direction,1,1,0,2,4,4,4,3,3,Oui,12.0,0,Occasionnel,1
1270,23,1223,Marié(e),Consulting,Assistant de Direction,1,1,0,4,3,3,4,3,4,Non,22.0,1,Occasionnel,1
1273,25,1118,Célibataire,Commercial,Représentant Commercial,1,1,0,3,1,4,4,3,3,Oui,14.0,0,Frequent,0
1275,26,2875,Célibataire,Consulting,Assistant de Direction,8,8,5,3,3,4,2,2,4,Oui,20.0,0,Occasionnel,2
1277,45,18824,Célibataire,Commercial,Senior Manager,26,24,10,1,1,2,1,3,3,Oui,16.0,0,Occasionnel,11
1278,55,13577,Divorcé(e),Consulting,Manager,34,33,9,4,2,2,4,3,3,Oui,15.0,1,Aucun,0
1279,21,2625,Célibataire,Consulting,Consultant,2,2,2,1,2,3,3,1,4,Non,20.0,0,Frequent,2
1280,46,18789,Marié(e),Commercial,Senior Manager,26,11,4,4,2,2,3,3,3,Non,14.0,1,Occasionnel,8
1281,34,4538,Célibataire,Commercial,Cadre Commercial,4,3,2,3,3,1,4,3,3,Oui,12.0,0,Occasionnel,2
1282,51,19847,Divorcé(e),Commercial,Senior Manager,31,29,10,4,3,2,1,2,4,Oui,24.0,1,Frequent,10
1283,59,10512,Célibataire,Consulting,Tech Lead,25,9,7,4,3,4,4,2,3,Non,12.0,0,Occasionnel,4
1285,34,4444,Divorcé(e),Consulting,Consultant,15,11,8,3,3,2,3,4,3,Non,13.0,2,Frequent,10
1286,28,2154,Célibataire,Consulting,Consultant,5,4,2,4,3,3,3,2,3,Oui,11.0,0,Frequent,2
1288,44,19190,Divorcé(e),Consulting,Senior Manager,26,25,9,3,4,1,4,2,3,Non,14.0,2,Occasionnel,13
1289,34,4490,Marié(e),Ressources Humaines,Ressources Humaines,14,10,9,3,2,2,4,4,3,Non,11.0,2,Frequent,8
1291,35,3506,Marié(e),Consulting,Assistant de Direction,4,3,2,3,3,3,4,3,3,Oui,14.0,0,Occasionnel,2
1292,42,2372,Marié(e),Consulting,Assistant de Direction,18,1,0,2,4,2,4,3,3,Oui,16.0,0,Occasionnel,0
1293,43,10231,Célibataire,Commercial,Cadre Commercial,23,21,7,4,2,4,4,4,3,Non,14.0,0,Occasionnel,17
1294,36,5410,Célibataire,Consulting,Tech Lead,18,16,14,3,3,2,4,3,3,Oui,11.0,0,Occasionnel,12
1295,44,7978,Marié(e),Consulting,Manager,10,10,7,1,3,4,4,3,3,Non,11.0,1,Occasionnel,5
1296,28,3867,Marié(e),Consulting,Consultant,2,2,2,4,2,4,2,3,3,Oui,12.0,1,Frequent,2
1297,51,2838,Célibataire,Consulting,Consultant,8,7,0,2,2,3,2,2,3,Non,14.0,0,Frequent,7
1298,30,4695,Célibataire,Consulting,Tech Lead,10,8,4,3,3,3,3,3,3,Oui,18.0,0,Aucun,7
1299,29,3339,Divorcé(e),Consulting,Consultant,10,7,7,2,3,3,1,3,3,Oui,13.0,2,Occasionnel,7
1301,28,2080,Célibataire,Consulting,Assistant de Direction,5,3,2,4,3,1,2,2,3,Non,11.0,0,Occasionnel,2
1303,25,2096,Célibataire,Consulting,Assistant de Direction,2,2,2,4,3,2,4,2,3,Non,18.0,0,Occasionnel,1
1304,32,6209,Marié(e),Commercial,Cadre Commercial,10,10,7,3,4,4,3,4,3,Non,15.0,2,Occasionnel,8
1306,45,18061,Célibataire,Consulting,Senior Manager,22,0,0,2,3,2,3,3,4,Non,22.0,0,Frequent,0
1307,39,17123,Divorcé(e),Consulting,Senior Manager,21,19,9,3,2,2,4,3,3,Oui,13.0,2,Occasionnel,2
1308,58,2372,Divorcé(e),Consulting,Assistant de Direction,2,2,2,1,3,3,4,3,3,Non,12.0,2,Occasionnel,2
1309,32,4883,Marié(e),Consulting,Consultant,10,10,4,4,3,3,1,3,3,Non,18.0,1,Occasionnel,1
1310,39,3904,Célibataire,Consulting,Assistant de Direction,6,5,2,3,3,1,1,3,3,Non,13.0,0,Occasionnel,3
1311,30,4627,Marié(e),Consulting,Consultant,10,9,2,1,2,4,1,3,3,Non,12.0,1,Occasionnel,7
1312,36,7094,Marié(e),Consulting,Manager,10,7,7,4,3,3,1,3,3,Non,12.0,0,Occasionnel,7
1314,46,3423,Célibataire,Ressources Humaines,Ressources Humaines,10,7,6,4,3,1,3,4,3,Non,12.0,0,Occasionnel,7
1315,28,6674,Marié(e),Consulting,Consultant,10,9,8,3,1,4,1,3,3,Non,11.0,3,Aucun,5
1317,50,16880,Marié(e),Consulting,Directeur Technique,25,3,2,4,3,1,2,3,3,Oui,11.0,0,Occasionnel,2
1318,40,9094,Célibataire,Commercial,Cadre Commercial,9,5,4,4,2,2,3,3,3,Oui,12.0,0,Occasionnel,0
1319,52,8446,Célibataire,Commercial,Cadre Commercial,10,8,7,2,3,2,3,2,3,Oui,19.0,0,Occasionnel,7
1321,30,11916,Marié(e),Consulting,Senior Manager,9,9,1,2,3,1,4,3,4,Oui,23.0,2,Occasionnel,8
1322,39,4534,Célibataire,Consulting,Tech Lead,9,8,7,1,3,3,1,3,3,Non,11.0,0,Occasionnel,7
1324,31,9852,Divorcé(e),Commercial,Cadre Commercial,10,10,8,4,3,3,1,2,3,Oui,19.0,1,Aucun,6
1329,41,6151,Célibataire,Commercial,Cadre Commercial,19,19,2,3,1,2,1,3,3,Non,13.0,0,Aucun,9
1331,31,2302,Célibataire,Commercial,Représentant Commercial,3,3,2,4,3,2,1,4,3,Oui,11.0,0,Frequent,2
1333,44,2362,Marié(e),Consulting,Consultant,10,3,2,1,3,1,3,4,3,Non,12.0,0,Occasionnel,2
1334,42,17861,Marié(e),Consulting,Senior Manager,21,20,8,3,3,3,4,2,3,Oui,13.0,0,Aucun,10
1336,55,19187,Marié(e),Consulting,Senior Manager,23,19,9,4,1,3,4,3,3,Non,14.0,1,Occasionnel,11
1338,56,19717,Célibataire,Ressources Humaines,Senior Manager,36,7,3,4,3,2,1,3,3,Non,14.0,0,Occasionnel,7
1340,40,3544,Divorcé(e),Consulting,Assistant de Direction,6,4,2,3,3,3,2,3,3,Non,16.0,1,Aucun,0
1344,34,8500,Divorcé(e),Consulting,Manager,10,9,7,4,3,4,4,2,3,Non,11.0,1,Occasionnel,6
1346,40,4661,Célibataire,Consulting,Assistant de Direction,9,9,8,3,3,4,3,3,3,Non,13.0,0,Occasionnel,8
1349,41,4103,Divorcé(e),Commercial,Cadre Commercial,10,9,3,3,3,1,4,3,3,Non,17.0,1,Frequent,7
1350,35,4249,Célibataire,Consulting,Assistant de Direction,9,9,6,3,3,3,2,3,3,Oui,11.0,0,Frequent,1
1352,51,14026,Divorcé(e),Ressources Humaines,Senior Manager,33,33,9,3,3,2,2,3,3,Oui,11.0,1,Occasionnel,10
1355,38,6893,Divorcé(e),Commercial,Cadre Commercial,11,7,7,2,3,1,4,3,3,Non,15.0,1,Occasionnel,7
1356,34,6125,Célibataire,Commercial,Cadre Commercial,10,10,8,3,3,1,4,4,3,Non,12.0,0,Occasionnel,6
1358,25,3669,Marié(e),Consulting,Consultant,7,3,2,4,3,4,3,2,3,Non,11.0,3,Occasionnel,2
1360,58,10008,Marié(e),Consulting,Tech Lead,31,10,9,3,2,1,4,2,3,Oui,14.0,0,Occasionnel,9
1361,40,2387,Marié(e),Consulting,Consultant,7,4,2,2,3,2,3,3,4,Non,22.0,1,Occasionnel,3
1362,36,4639,Marié(e),Commercial,Cadre Commercial,17,15,7,1,4,1,4,2,3,Non,16.0,1,Frequent,13
1363,48,7898,Célibataire,Consulting,Tech Lead,11,10,9,4,3,4,3,3,3,Non,11.0,0,Occasionnel,8
1364,27,2534,Marié(e),Commercial,Représentant Commercial,5,1,0,3,4,4,2,3,3,Non,14.0,1,Occasionnel,0
1367,51,13142,Célibataire,Consulting,Tech Lead,29,5,2,4,2,2,2,2,3,Non,16.0,0,Occasionnel,3
1368,18,1611,Célibataire,Consulting,Consultant,0,0,0,4,3,4,3,4,3,Non,15.0,0,Aucun,0
1369,35,5363,Marié(e),Consulting,Consultant,10,9,7,4,2,4,2,3,3,Non,12.0,1,Occasionnel,0
1371,27,5071,Célibataire,Commercial,Cadre Commercial,8,6,2,4,1,4,2,3,4,Non,20.0,0,Frequent,0
1372,55,13695,Célibataire,Commercial,Cadre Commercial,24,19,7,1,4,3,3,2,3,Oui,17.0,0,Occasionnel,8
1373,56,13402,Marié(e),Consulting,Tech Lead,33,19,16,4,3,2,1,3,3,Oui,12.0,1,Occasionnel,9
1374,34,2029,Divorcé(e),Consulting,Assistant de Direction,5,5,4,1,2,3,3,3,4,Non,20.0,3,Aucun,0
1375,40,6377,Divorcé(e),Consulting,Manager,15,12,11,2,4,3,2,3,4,Non,20.0,3,Occasionnel,8
1377,34,5429,Marié(e),Consulting,Consultant,10,8,7,2,3,3,1,3,3,Non,13.0,2,Occasionnel,7
1379,31,2785,Célibataire,Commercial,Représentant Commercial,3,1,0,3,2,4,3,4,3,Non,14.0,0,Frequent,0
1380,35,4614,Marié(e),Commercial,Cadre Commercial,5,4,2,4,3,3,3,2,3,Oui,18.0,1,Frequent,2
1382,38,2610,Divorcé(e),Consulting,Assistant de Direction,4,4,2,4,4,3,4,3,3,Non,11.0,3,Frequent,3
1383,34,6687,Célibataire,Consulting,Manager,14,14,11,3,3,4,4,4,3,Non,11.0,0,Occasionnel,11
1387,28,4724,Marié(e),Commercial,Cadre Commercial,5,5,3,3,2,1,3,3,3,Non,11.0,1,Occasionnel,4
1389,31,6179,Marié(e),Consulting,Tech Lead,10,10,2,4,3,3,4,2,3,Oui,15.0,2,Occasionnel,7
1390,39,6120,Marié(e),Commercial,Cadre Commercial,8,5,4,1,2,4,4,4,3,Oui,12.0,2,Occasionnel,4
1391,51,10596,Marié(e),Commercial,Cadre Commercial,14,4,2,2,3,2,2,3,3,Non,11.0,0,Frequent,2
1392,41,5467,Divorcé(e),Consulting,Assistant de Direction,12,6,2,4,3,4,1,2,3,Oui,14.0,2,Frequent,3
1394,37,2996,Marié(e),Consulting,Assistant de Direction,8,6,4,3,3,3,4,3,3,Oui,15.0,0,Occasionnel,3
1395,33,9998,Marié(e),Commercial,Cadre Commercial,8,5,4,2,3,4,1,4,3,Non,13.0,0,Frequent,2
1396,32,4078,Marié(e),Commercial,Cadre Commercial,4,3,2,3,3,2,1,2,3,Oui,13.0,3,Occasionnel,2
1397,39,10920,Marié(e),Consulting,Manager,13,6,4,3,3,3,2,3,4,Non,21.0,1,Aucun,5
1399,25,6232,Marié(e),Commercial,Cadre Commercial,6,3,2,1,4,3,2,2,3,Non,11.0,0,Occasionnel,2
1401,52,13247,Marié(e),Consulting,Tech Lead,24,5,3,4,4,3,2,2,3,Oui,11.0,1,Frequent,2
1402,43,4081,Célibataire,Consulting,Assistant de Direction,20,20,7,1,2,3,1,1,3,Oui,14.0,0,Occasionnel,8
1403,27,5769,Marié(e),Commercial,Cadre Commercial,6,6,2,4,2,4,4,3,3,Oui,11.0,0,Occasionnel,4
1405,27,2394,Célibataire,Consulting,Assistant de Direction,8,8,2,4,3,3,4,3,3,Oui,13.0,0,Occasionnel,7
1407,26,3904,Célibataire,Consulting,Assistant de Direction,5,4,3,1,2,4,4,3,3,Non,12.0,0,Occasionnel,1
1408,42,16799,Marié(e),Ressources Humaines,Senior Manager,21,20,7,3,3,1,3,3,3,Non,14.0,1,Occasionnel,9
1409,52,2950,Marié(e),Consulting,Consultant,12,5,4,3,3,1,3,1,3,Non,13.0,0,Occasionnel,4
1411,37,3629,Célibataire,Consulting,Consultant,8,3,2,1,3,3,1,3,3,Non,18.0,0,Occasionnel,2
1412,35,9362,Célibataire,Consulting,Tech Lead,10,2,2,3,3,4,3,3,3,Non,11.0,0,Frequent,2
1415,25,3229,Marié(e),Consulting,Consultant,7,3,2,1,3,4,2,2,3,Non,11.0,1,Occasionnel,2
1417,26,3578,Célibataire,Consulting,Consultant,8,7,7,3,4,1,4,3,3,Non,12.0,0,Occasionnel,7
1419,29,7988,Célibataire,Ressources Humaines,Ressources Humaines,10,10,9,2,2,1,1,2,3,Non,13.0,0,Occasionnel,9
1420,49,4284,Célibataire,Consulting,Consultant,20,4,3,1,2,1,1,3,4,Non,20.0,0,Frequent,3
1421,29,7553,Célibataire,Consulting,Manager,9,8,7,3,3,4,1,3,3,Oui,12.0,0,Frequent,7
1422,54,17328,Célibataire,Consulting,Directeur Technique,29,20,7,4,3,4,4,2,3,Non,19.0,0,Occasionnel,7
1423,58,19701,Marié(e),Consulting,Directeur Technique,32,9,8,4,3,1,3,3,4,Oui,21.0,1,Occasionnel,5
1424,55,14732,Divorcé(e),Consulting,Directeur Technique,31,7,7,2,4,4,4,4,3,Non,13.0,2,Occasionnel,0
1425,36,9278,Célibataire,Commercial,Cadre Commercial,15,5,4,1,3,2,4,3,3,Oui,16.0,0,Occasionnel,1
1427,31,1359,Célibataire,Commercial,Représentant Commercial,1,1,0,2,1,3,2,3,3,Non,12.0,0,Frequent,0
1428,30,4779,Divorcé(e),Commercial,Cadre Commercial,8,3,2,4,3,1,2,3,3,Non,14.0,2,Occasionnel,2
1430,31,16422,Célibataire,Consulting,Directeur Technique,9,3,2,1,3,2,3,4,3,Non,11.0,0,Occasionnel,0
1431,34,2996,Divorcé(e),Consulting,Assistant de Direction,10,4,3,4,3,1,3,3,3,Non,14.0,2,Frequent,3
1433,31,1261,Célibataire,Consulting,Assistant de Direction,1,1,0,1,2,2,3,4,3,Non,12.0,0,Occasionnel,0
1434,27,2099,Marié(e),Consulting,Consultant,6,5,0,2,3,1,2,4,3,Non,14.0,0,Occasionnel,4
1435,36,5810,Célibataire,Consulting,Consultant,10,10,4,1,2,4,3,2,3,Non,16.0,0,Occasionnel,8
1436,36,5647,Marié(e),Commercial,Cadre Commercial,11,3,2,3,2,1,1,2,3,Non,13.0,2,Occasionnel,2
1438,47,3420,Marié(e),Consulting,Assistant de Direction,17,6,5,1,3,4,3,2,3,Non,12.0,1,Occasionnel,2
1439,25,4400,Marié(e),Commercial,Représentant Commercial,6,3,2,1,2,1,1,3,3,Non,12.0,0,Occasionnel,2
1440,37,3500,Célibataire,Consulting,Consultant,7,6,5,3,4,3,1,1,3,Non,14.0,0,Aucun,3
1441,56,2066,Marié(e),Consulting,Assistant de Direction,5,3,2,1,3,1,4,4,4,Non,22.0,1,Occasionnel,0
1443,47,17169,Marié(e),Consulting,Directeur Technique,26,20,17,1,3,3,2,4,3,Non,19.0,2,Occasionnel,6
1445,24,4162,Marié(e),Commercial,Cadre Commercial,5,5,4,4,3,3,3,3,3,Oui,12.0,2,Occasionnel,3
1446,32,9204,Marié(e),Commercial,Cadre Commercial,7,4,3,4,3,4,3,2,3,Non,12.0,1,Occasionnel,3
1447,34,3294,Marié(e),Consulting,Consultant,7,5,4,4,2,2,1,2,3,Non,17.0,1,Occasionnel,2
1448,41,2127,Marié(e),Consulting,Assistant de Direction,7,4,2,2,4,3,1,2,3,Oui,12.0,0,Occasionnel,3
1449,40,3975,Divorcé(e),Consulting,Consultant,11,8,7,3,3,3,3,4,3,Non,11.0,2,Aucun,7
1453,31,10793,Divorcé(e),Commercial,Cadre Commercial,13,13,7,1,3,4,1,3,3,Non,18.0,1,Occasionnel,9
1457,46,10096,Divorcé(e),Commercial,Cadre Commercial,28,7,7,1,3,4,1,4,3,Non,11.0,1,Occasionnel,3
1458,39,3646,Célibataire,Consulting,Consultant,11,1,0,1,2,1,2,4,4,Oui,23.0,0,Aucun,0
1459,31,7446,Célibataire,Consulting,Tech Lead,10,10,8,3,4,2,1,3,3,Non,11.0,0,Frequent,7
1460,45,10851,Divorcé(e),Consulting,Manager,24,7,7,2,1,1,2,3,3,Oui,18.0,1,Occasionnel,7
1461,31,2109,Célibataire,Ressources Humaines,Ressources Humaines,8,3,2,4,4,2,4,3,3,Non,18.0,0,Occasionnel,2
1464,31,3722,Marié(e),Consulting,Consultant,7,2,2,2,3,4,3,1,3,Oui,13.0,1,Frequent,2
1465,45,9380,Marié(e),Consulting,Tech Lead,10,3,1,2,3,4,4,4,3,Oui,18.0,2,Occasionnel,2
1466,48,5486,Divorcé(e),Commercial,Cadre Commercial,15,2,2,3,3,1,1,3,3,Non,11.0,3,Occasionnel,2
1467,34,2742,Marié(e),Ressources Humaines,Ressources Humaines,2,2,2,1,3,3,4,3,3,Non,15.0,0,Occasionnel,2
1468,40,13757,Divorcé(e),Consulting,Directeur Technique,16,9,8,4,2,2,3,3,3,Non,11.0,1,Aucun,8
1469,28,8463,Célibataire,Commercial,Cadre Commercial,6,5,4,4,3,1,4,3,3,Non,18.0,0,Occasionnel,3
1471,44,3162,Célibataire,Consulting,Consultant,7,5,2,3,2,3,4,3,3,Non,14.0,0,Aucun,3
1472,53,16598,Célibataire,Consulting,Directeur Technique,35,9,8,4,4,2,2,2,3,Non,12.0,0,Occasionnel,8
1473,49,6651,Marié(e),Consulting,Manager,20,3,2,1,3,3,2,2,3,Non,14.0,1,Occasionnel,2
1474,40,2345,Divorcé(e),Consulting,Assistant de Direction,8,3,1,3,3,3,3,4,3,Non,14.0,1,Occasionnel,2
1475,44,3420,Célibataire,Consulting,Assistant de Direction,6,5,2,4,3,2,3,2,3,Non,13.0,0,Occasionnel,3
1477,33,4373,Marié(e),Commercial,Cadre Commercial,5,4,3,4,3,1,1,3,3,Non,14.0,2,Frequent,3
1478,34,4759,Célibataire,Commercial,Cadre Commercial,15,13,9,4,1,1,4,3,3,Non,18.0,0,Occasionnel,12
1479,30,5301,Marié(e),Commercial,Cadre Commercial,4,2,1,4,3,3,3,2,3,Non,15.0,2,Occasionnel,2
1480,42,3673,Célibataire,Consulting,Consultant,12,12,9,1,3,4,3,3,3,Non,13.0,0,Frequent,8
1481,44,4768,Marié(e),Commercial,Cadre Commercial,11,1,0,1,3,3,3,2,3,Non,12.0,1,Frequent,0
1482,30,1274,Divorcé(e),Consulting,Assistant de Direction,1,1,0,3,3,3,2,2,3,Non,13.0,2,Aucun,0
1483,57,4900,Marié(e),Consulting,Assistant de Direction,13,12,9,2,4,3,1,2,4,Non,24.0,1,Occasionnel,8
1484,49,10466,Divorcé(e),Consulting,Manager,29,8,7,3,3,2,2,3,3,Non,14.0,2,Occasionnel,7
1485,34,17007,Divorcé(e),Consulting,Directeur Technique,16,14,8,2,3,1,4,2,3,Non,14.0,2,Frequent,9
1486,28,2909,Marié(e),Commercial,Représentant Commercial,5,3,2,1,3,3,4,4,3,Non,15.0,1,Frequent,2
1487,29,5765,Célibataire,Commercial,Cadre Commercial,7,5,3,1,3,2,1,1,3,Non,11.0,0,Frequent,0
1489,34,4599,Célibataire,Commercial,Cadre Commercial,16,15,9,1,2,2,3,4,4,Oui,23.0,0,Occasionnel,10
1492,35,2404,Marié(e),Commercial,Représentant Commercial,1,1,0,4,3,3,1,3,3,Non,13.0,1,Occasionnel,0
1494,24,3172,Célibataire,Consulting,Consultant,4,0,0,2,3,1,3,2,3,Oui,11.0,0,Frequent,0
1495,24,2033,Marié(e),Commercial,Représentant Commercial,1,1,0,4,3,2,3,3,3,Non,13.0,1,Aucun,0
1496,44,10209,Célibataire,Consulting,Tech Lead,16,2,2,2,3,3,2,2,3,Oui,18.0,0,Frequent,2
1497,29,8620,Divorcé(e),Commercial,Cadre Commercial,10,10,7,3,2,3,3,3,3,Non,14.0,2,Occasionnel,4
1499,30,2064,Divorcé(e),Ressources Humaines,Ressources Humaines,6,5,3,3,3,3,1,4,4,Non,21.0,1,Occasionnel,3
1501,55,4035,Marié(e),Consulting,Manager,4,3,2,4,3,3,2,3,3,Oui,16.0,0,Occasionnel,2
1502,33,3838,Marié(e),Consulting,Consultant,8,5,4,1,2,2,4,3,3,Non,11.0,0,Occasionnel,2
1503,47,4591,Marié(e),Commercial,Cadre Commercial,11,5,4,3,3,3,3,2,3,Oui,17.0,1,Occasionnel,2
1504,28,2561,Célibataire,Consulting,Consultant,8,0,0,3,2,1,3,2,3,Non,11.0,0,Frequent,0
1506,28,1563,Divorcé(e),Consulting,Assistant de Direction,1,1,0,1,2,3,4,1,3,Non,14.0,1,Occasionnel,0
1507,28,4898,Célibataire,Commercial,Cadre Commercial,5,4,2,3,3,1,4,3,3,Non,14.0,0,Frequent,3
1509,49,4789,Marié(e),Consulting,Consultant,10,3,2,3,2,1,1,3,4,Non,25.0,1,Occasionnel,2
1513,29,3180,Marié(e),Consulting,Consultant,4,3,2,4,3,2,3,3,3,Non,13.0,3,Frequent,2
1514,28,6549,Marié(e),Consulting,Tech Lead,8,8,6,3,1,2,2,2,3,Non,14.0,2,Occasionnel,7
1515,33,6388,Célibataire,Consulting,Manager,14,0,0,4,3,3,1,3,3,Oui,17.0,0,Occasionnel,0
1516,32,11244,Célibataire,Consulting,Senior Manager,10,5,2,3,3,4,2,4,4,Non,25.0,0,Occasionnel,0
1520,54,16032,Divorcé(e),Consulting,Senior Manager,26,14,9,2,3,4,1,3,4,Non,20.0,1,Frequent,12
1522,29,2362,Célibataire,Consulting,Assistant de Direction,11,9,7,1,2,1,3,1,3,Non,13.0,0,Occasionnel,7
1523,44,16328,Marié(e),Consulting,Directeur Technique,24,20,6,4,3,1,3,4,3,Non,13.0,1,Occasionnel,17
1525,39,8376,Célibataire,Consulting,Tech Lead,9,2,0,2,3,2,4,3,3,Non,18.0,0,Occasionnel,2
1527,46,16606,Marié(e),Commercial,Senior Manager,23,13,12,3,3,2,4,4,3,Non,12.0,1,Occasionnel,1
1529,35,8606,Célibataire,Consulting,Manager,11,11,8,4,2,2,4,1,3,Non,19.0,0,Occasionnel,3
1533,23,2272,Célibataire,Consulting,Consultant,5,4,3,1,3,3,2,3,3,Non,14.0,0,Occasionnel,2
1534,40,2018,Célibataire,Consulting,Consultant,15,5,4,4,3,1,2,1,3,Non,14.0,0,Occasionnel,0
1535,34,7083,Marié(e),Commercial,Cadre Commercial,10,10,9,4,2,3,4,3,3,Oui,14.0,0,Occasionnel,6
1537,31,4084,Célibataire,Consulting,Assistant de Direction,7,7,2,4,3,3,1,1,3,Non,12.0,0,Frequent,7
1539,50,14411,Célibataire,Consulting,Directeur Technique,32,32,6,3,1,4,4,3,3,Oui,13.0,0,Frequent,9
1541,34,2308,Marié(e),Commercial,Représentant Commercial,12,11,10,2,3,3,2,3,4,Oui,25.0,1,Occasionnel,7
1542,42,4841,Marié(e),Consulting,Consultant,4,1,0,3,2,2,2,3,3,Non,14.0,1,Occasionnel,0
1543,37,4285,Marié(e),Consulting,Assistant de Direction,10,10,8,1,3,4,1,3,3,Non,17.0,0,Occasionnel,7
1544,29,9715,Marié(e),Consulting,Manager,9,7,7,3,1,1,3,3,3,Non,13.0,1,Occasionnel,7
1545,33,4320,Célibataire,Consulting,Tech Lead,5,5,3,4,2,2,4,3,3,Non,13.0,0,Occasionnel,2
1546,45,2132,Marié(e),Consulting,Assistant de Direction,8,5,4,4,3,4,4,3,4,Non,20.0,1,Occasionnel,3
1547,42,10124,Marié(e),Consulting,Manager,24,20,8,4,3,4,3,1,3,Oui,14.0,1,Frequent,9
1548,40,5473,Marié(e),Commercial,Cadre Commercial,9,8,4,1,3,1,4,4,3,Non,12.0,0,Occasionnel,1
1549,33,5207,Marié(e),Consulting,Consultant,15,15,14,2,3,3,2,3,3,Oui,12.0,1,Occasionnel,7
1550,40,16437,Célibataire,Ressources Humaines,Senior Manager,21,21,7,3,3,4,4,3,4,Oui,21.0,0,Occasionnel,7
1551,24,2296,Divorcé(e),Consulting,Consultant,2,1,1,3,2,1,2,3,3,Non,14.0,3,Occasionnel,0
1552,40,4069,Divorcé(e),Consulting,Manager,8,2,2,4,3,4,3,3,3,Oui,18.0,0,Aucun,2
1553,45,7441,Divorcé(e),Consulting,Manager,10,10,8,1,3,2,1,3,3,Non,12.0,3,Occasionnel,7
1554,35,2430,Marié(e),Commercial,Représentant Commercial,6,5,3,2,2,3,1,3,4,Non,23.0,2,Occasionnel,2
1555,32,5878,Marié(e),Consulting,Assistant de Direction,12,7,1,4,2,2,1,3,3,Non,12.0,1,Occasionnel,5
1556,36,2644,Célibataire,Commercial,Représentant Commercial,7,3,2,3,3,4,4,2,4,Oui,21.0,0,Occasionnel,2
1557,48,6439,Divorcé(e),Commercial,Cadre Commercial,18,8,7,3,3,3,3,3,3,Non,14.0,1,Occasionnel,7
1558,29,2451,Marié(e),Consulting,Assistant de Direction,5,1,0,3,4,3,1,2,3,Non,18.0,2,Occasionnel,0
